,pid,name,rent,bedroom,ft2,longitude,latitude
248,6741615348,Beautiful 2 bedroom!! Great Deal******,1995,2,,-122.035700,38.267100
249,6741615188,Rare Alamo Executive Home,4500,3,3500,-122.004602,37.845638
250,6741615103,Furnished Single near UCB & Bart Available Spring 2019 (Bancroft 8),1900,1,,-122.269966,37.867440
251,6741615079,"MODERN, LOVELY 1 BR APARTMENT! WAITING FOR YOU TO MAKE IT YOUR HOME!",2558,1,,-122.491375,37.654379
252,6726143386,"Quiet, safe Upper Castro Valley Apt, 1Bd/1Ba - Pvt Parking included",1695,1,675,-122.068873,37.694430
253,6741614913,"Live Large and in Luxury w/ XL bedrooms, closets and living space!",5580,2,1172,-122.404452,37.772065
254,6741594214,Beautiful Artists Live/Work Lofts,1600,2,15000,-122.272880,37.814127
255,6741614408,Great location! Near shopping centers & Bart,1928,,565,-121.978224,37.545198
256,6741614258,Beautiful Family House in Vallejo,2500,3,,-122.247400,38.105300
257,6741614241,One Month Free! Top Chef was filmed here! Approx. 4680sf!  ~ J.Wavro,15000,6,,-122.445974,37.798626
258,6741614197,*WaterFront* Brand new Fully Furnished Jr 1B/1B opp Caltrain Incl Util,3595,1,550,-122.392799,37.775241
259,6739014162,"2bd+2bth. Nicely Remodeled, Great Location, Available for Move-In",2650,2,980,-121.998322,37.355774
260,6741611503,Poets Corner Apartment - 2/1 - Great Location!,2475,2,865,-122.070605,37.935358
261,6741607163,Stunning Furnished condo with Amazing Views! ~ J.Wavro,9950,3,,-122.417799,37.801267
262,6741612999,1B/1B available in bright large 3B/3B near Great Mall Milpitas Cisco,1595,1,1500,-121.902627,37.405211
263,6741612977,SUNNYVALE'S BEST-AWARD-WINNING CUPERTINO SCHOOLS,2498,1,,-122.031478,37.358888
264,6735179402,Sunny FURN Noe 3 BR....*Short-Term* Avail January....,4295,,,-122.425303,37.753432
265,6729422520,San Ramon--Mosaic at Gale Ranch--Never Been Rented!,3575,4,2231,-121.915240,37.760401
266,6729422601,Del Prado Beauty in the Heart of Pleasanton Avail Nov. 1st!,3895,4,2339,-121.905692,37.665733
267,6741612192,**Relax and Enjoy the View! Stunning 2 BR in Tiburon Hills!**,3918,2,1200,-122.461188,37.880883
268,6741612127,"Beautiful 4 Bed, 2.5 Bath, 1,620 sq. ft. Townhome",3395,4,1620,-122.093564,37.971271
269,6741611999,Make your home here with us at The Artisan in Petaluma!,3263,3,1350,-122.620896,38.250090
270,6741605988,"Caesarstone Countertops, Dry Cleaning Delivery System, Retail On Site",5038,,710,-122.430899,37.767978
271,6741611667,"Spacious 1 Bedroom, Large Central Courtyard with Resort Style Pool!!",2959,1,750,-122.241418,37.489178
272,6741611568,Large and Sunny 3 Bedroom 2 Bath in The Mission!,4800,3,,-122.408969,37.751103
273,6741610958,2 Bed 2 Bath Ready for Move In! W/D in Unit! Private Garage w/ Storage,2726,2,958,-122.035544,37.528537
274,6741610814,Stunning 2 bedroom with yard,2195,2,850,-121.772697,37.687386
275,6741610728,505 Sq.Ft Studio w/ Loft! Vaulted Ceiling! Available Soon!!!,3134,,505,-122.409709,37.780181
276,6741610437,$1750 Studio For Rent at 6433 Telegraph Avenue,1750,,400,-122.267880,37.818327
277,6741610365,2BR/1BA Apartment with Wall-to-Wall Closet!,2488,2,880,-121.816878,37.254243
278,6741610219,"Be The Best, Live at the Best! Move In Now To Avail the Special!",2859,1,758,-121.972489,37.352041
279,6741610206,Leaves Aren't The Only Thing Falling. Get 1 Month FREE Rent!!!,1850,1,600,-122.039484,37.968914
280,6741610132,Falling Leaves ... Falling Prices! 1 Month FREE At Move In!!!,1850,1,600,-122.039484,37.968914
281,6741610104,Warm Up With Our Hot Specials With One Month FREE Rent!!!!,1850,1,600,-122.039484,37.968914
282,6741552771,Large One Bedroom inner sunset,780,,,-122.483600,37.759300
283,6741610067,Everything You Need! All Right Here!! With 1 Month FREE Rent!!!,1850,1,600,-122.039484,37.968914
284,6737583520,Beautifully Updated 2/1 close to the BART!,2475,2,865,-122.070808,37.935364
285,6741609998,Cut Down on Those Move-In Costs with 1 Month FREE Rent!!!,1850,1,600,-122.039484,37.968914
286,6741609842,Why Go Bar Hopping When You Have This Rooftop Sundeck?,3695,1,,-122.408925,37.790836
287,6741609792,Luxury Living in SF-Lumina Large 1bd+Den+1.5 Bth 941sf $5000,5000,1,996,-122.391944,37.789099
288,6741609698,Brand New Carpet and Vinyl In This Two Bedroom Apartment!,2025,2,778,-121.994772,37.965322
289,6730903759,"MANY RENTERS CAN AFFORD TO BUY A HOME, BUT DON'T REALIZE IT!",,,,,
290,6730904476,"MANY RENTERS CAN AFFORD TO BUY A HOME, BUT DON'T REALIZE IT!",,,,,
291,6730904683,"MANY RENTERS CAN AFFORD TO BUY A HOME, BUT DON'T REALIZE IT!",,,,,
292,6730903576,"MANY RENTERS CAN AFFORD TO BUY A HOME, BUT DON'T REALIZE IT!",,,,-122.754700,38.443200
293,6741609324,Lake Merritt Well Rurnised Studio (oakland downtown),2000,,641,-122.261780,37.804227
294,6726964009,"❄ Spacious apartments in Pittsburg, Swimming Pool, Gated Community",1660,1,708,-121.864673,38.008321
295,6730894848,"MANY RENTERS CAN AFFORD TO BUY A HOME, BUT DON'T REALIZE IT!",,,,,
296,6730895445,"MANY RENTERS CAN AFFORD TO BUY A HOME, BUT DON'T REALIZE IT!",,,,,
297,6730894411,"MANY RENTERS CAN AFFORD TO BUY A HOME, BUT DON'T REALIZE IT!",,,,-122.540700,38.803600
298,6741603851,"Fitness Center, Open layout, Controlled Access, Custom cabinetry",2349,1,616,-121.869370,37.366583
299,6741608894,Serene Cozy 2bedroom/2bath w/Washer/Dryer Inside! Pool/Spa/Fitness!,2511,2,901,-121.652240,37.123767
300,6741608859,You'll fall in LOVE with the VIEW! Rent Today! Convenient Location!,2440,2,1019,-122.055385,37.957477
301,6730896129,"MANY RENTERS CAN AFFORD TO BUY A HOME, BUT DON'T REALIZE IT!",,,,,
302,6739033742,Amazing Views-Elegantly Decorated - Top of Nob Hill -$4800 a Month,4800,1,,-122.415119,37.793502
303,6741608675,Castro Valley Townhouse 2BR/2.5 BA Washer/Dryer in Unit,2350,2,,-122.069285,37.695944
304,6740023576,MOVE IN SPECIAL** Lease our 1bedroom home and receive $1000off **,1895,1,560,-121.865793,37.663004
305,6739453107,Freshly painted very bright 4 bedroom corner town house for rent,3895,4,1954,-121.867479,37.356762
306,6739906419,*** 5 bed single house in Discovery bay,2999,5,3333,-121.616893,37.920469
307,6731907554,Cactus Garden 1-6months short term  apartment Furnished (3-6months),2400,,,-122.423688,37.766440
308,6741608344,Renovated with Gas Stove and a Lovely Pool View!  $99.00 Deposit!,3472,3,1305,-121.887580,37.707435
309,6741594939,"The Beacon - Mission Bay - Water/City Views - Balcony,Corner, Parking",5595,2,1099,-122.393639,37.777669
310,6741608294,"Large Sunny 1/1, Complete Remodel, Granite Counters, Hardwood Flrs",1675,1,,-122.330790,37.947988
311,6733644877,120 Oak Street Petaluma 2bd/1.5ba Apartment RECENTLY REMODELED,2250,,990,-122.644160,38.238655
312,6731907076,Cactus Garden  1-6 months short terms apartment Furnished (3-6months),2400,,,-122.423688,37.766440
313,6741607887,"Huge 1/1, Adam's Pt, Condo Quality, Wood Floors, Adams Pt.",2250,1,800,-122.257254,37.814395
314,6741607658,Limited Availability! One Bedroom w/ In Unit Laundry  Fireplace,2699,1,700,-121.941519,37.296060
315,6741607642,3BR/1.5BA Apartment Home near Major Highways!,2862,3,1235,-121.817071,37.254414
316,6741607608,"Media room, Tech Ready, Breakfast Islands, Garage parking",2092,1,706,-122.717698,38.445511
317,6741607561,"Huge 1/1, Granite, Wood Floors, block to Lake",2150,1,758,-122.245667,37.808784
318,6741580702,"Beautiful Apartment - In-Unit Laundry, Backyard, & Great Location",2995,1,550,-122.238345,37.487321
319,6730028893,Settle in Before the Holidays! 2BD1.5 BA with Washer Dryer READY NOW!,2888,2,848,-121.914366,37.316442
320,6741607141,Scotts Valley 3bd/2ba ~End Unit Townhome~ Available Now,3000,3,1547,-122.028561,37.039627
321,6741607010,"Amazing two bedroom ! Washer  Dryer, and Much More!",2558,2,1011,-121.915500,37.763600
322,6741606597,"Spacious, modern 1 bedroom w/ walk in style closet!",4080,1,708,-122.404452,37.772065
323,6741605871,Move in this week and enjoy a savings of $1800!!!,2583,2,925,-121.950168,37.337341
324,6741605692,"One Bedroom + Office, Hardwood Floors, Gated Parking, Near Lake",1995,1,,-122.247941,37.798391
325,6741605520,1BR Apartment- GREAT LOCATION!,1900,1,,-121.909220,37.248429
326,6730806378,Luxury 1BR/1BA in Arterra,3400,1,660,-122.395999,37.773937
327,6741605443,"Quiet, Clean and Peaceful. Very Nice REVOVATED 2 Bedroom.",3700,2,866,-122.491585,37.655134
328,6724412902,"Renovated! 2Bd Apt @ Woodcreek in Petaluma, Move-In 10/25, Unit W-6EBF",2299,2,,-122.635703,38.228135
329,6741605004,"ONE MONTH FREE, Hardwood Floors, Close to Rockridge BART",1995,1,,-122.264957,37.840885
330,6741604926,Cottage Style-1BR/1BA w/Washer/Dryer Inside! Pool/Spa/Fitness/Pets!,2226,1,701,-121.652240,37.123767
331,6726919617,"New Price - 1  Bedroom + Office  Condo for RENT, w/d & pkg",2700,1,750,-122.467518,37.710986
332,6741604616,"Two bed, two bath townhome style with asher & dryer in home",2740,2,1013,-121.881552,37.402886
333,6741604544,"ONE MONTH FREE, Wood Floors, Dishwasher , Garage Parking, Near Lake",1795,1,,-122.252409,37.798845
334,6734945694,"Full Size Washer & Dryer, Fully Equipped Fitness Center, Scenic View",2570,2,1315,-122.710344,38.410861
335,6741604413,Everything is Better in Bayview! W/D in Unit Parking is $150 Monthly,2780,1,572,-122.395463,37.724785
336,6741604028,"ONE MONTH FREE, Hardwood Floors, Dishwasher, Parking, Near Lake",1795,1,,-122.252791,37.798408
337,6741603608,"Furnished  Studio 全独近 West Portal,SFSU, downtown",1750,1,,-122.471797,37.731032
338,6741603555,"Small Studio, Near Lake Merritt",945,,,-122.250345,37.801053
339,6741603368,Studio Apartment for Rent! / 620 Jones,1900,,,-122.413235,37.787093
340,6741603327,Downtown Martinez Apartment,1550,2,,-122.134699,38.015995
341,6741603230,The Special Of The Season!  $1000 Off Select Homes!,4310,2,1400,-122.065118,37.902961
342,6741603055,Visit and tour our Large Three Bedroom with a View you will Love!,4843,3,1679,-122.402444,37.582973
343,6730942564,$3500 - Spacious 3 bed 2 bath Single Family Home in Milpitas,3500,3,1400,-121.915267,37.437243
344,6741599422,"Decorative countertops! W San Jose, Gorgeous 2BR apt, Modern finishes",2395,2,850,-121.966268,37.306185
345,6741602370,MOVING IN JANUARY? COME TOUR OUR LUXURY COMMUNITY!,2509,2,1046,-122.048973,37.915323
346,6731629348,Luxury at Every Angle! Lease Turing Today & Save 1 Month of Rent!,2891,1,759,-121.898987,37.411674
347,6741602145,One Bed One Bath Apartment Available In An Open Space Atmosphere,2564,1,700,-121.816878,37.254226
348,6741602109,Nice 1 bedroom in nice neighborhood~,1795,1,,-122.285100,37.865600
349,6741602027,Bright Remodeled Top Floor NOPA Apt w/ HW Floors! ~ J.Wavro,3295,1,,-122.438552,37.778724
350,6741601704,Looking To Move ASAP? Look No Further! 2x2 Unit In Belmont!,2948,2,900,-122.279463,37.525112
351,6741601541,Bright Fully Remodeled 1BR - Unbeatable Location - Balcony - Garage,3895,1,,-122.420953,37.796953
352,6741550508,1 Bedroom Suite Milpitas,780,,,-121.895000,37.435200
353,6741600763,COMING SOON! 2 Bedroom with Breathtaking Bay Views!,3772,2,1160,-122.461209,37.880781
354,6741600527,New Kitchen/Bath-New Floor-BART/280-City College-Street Car-280,2950,1,,-122.459212,37.724101
355,6741600429,You Are Missing Out On This Wonderful Neighborhood!,2454,1,605,-122.059412,37.915458
356,6741600145,"Move-in Ready! Pool, Gym, In-Unit W/D. Minutes to Dumbarton Bridge!",2950,3,1330,-122.031072,37.536936
357,6741600031,Be The 1st To Call This Home!! New Interior In This Spacious 2BR/2BA!,2764,2,1204,-122.095030,37.660464
358,6741599993,"Fully Equipped Fitness Center, 24 Hour Emergency Call Center, Firepit",2440,2,1210,-122.710526,38.410827
359,6741599723,Remodeled! Awesome Location! Best Place to call Home!!,2798,,,-121.953499,37.349537
360,6741605520,1BR Apartment- GREAT LOCATION!,1900,1,,-121.909220,37.248429
361,6730806378,Luxury 1BR/1BA in Arterra,3400,1,660,-122.395999,37.773937
362,6741605443,"Quiet, Clean and Peaceful. Very Nice REVOVATED 2 Bedroom.",3700,2,866,-122.491585,37.655134
363,6724412902,"Renovated! 2Bd Apt @ Woodcreek in Petaluma, Move-In 10/25, Unit W-6EBF",2299,2,,-122.635703,38.228135
364,6741605004,"ONE MONTH FREE, Hardwood Floors, Close to Rockridge BART",1995,1,,-122.264957,37.840885
365,6741604926,Cottage Style-1BR/1BA w/Washer/Dryer Inside! Pool/Spa/Fitness/Pets!,2226,1,701,-121.652240,37.123767
366,6726919617,"New Price - 1  Bedroom + Office  Condo for RENT, w/d & pkg",2700,1,750,-122.467518,37.710986
367,6741604616,"Two bed, two bath townhome style with asher & dryer in home",2740,2,1013,-121.881552,37.402886
368,6741604544,"ONE MONTH FREE, Wood Floors, Dishwasher , Garage Parking, Near Lake",1795,1,,-122.252409,37.798845
369,6734945694,"Full Size Washer & Dryer, Fully Equipped Fitness Center, Scenic View",2570,2,1315,-122.710344,38.410861
370,6741604413,Everything is Better in Bayview! W/D in Unit Parking is $150 Monthly,2780,1,572,-122.395463,37.724785
371,6741604028,"ONE MONTH FREE, Hardwood Floors, Dishwasher, Parking, Near Lake",1795,1,,-122.252791,37.798408
372,6741603608,"Furnished  Studio 全独近 West Portal,SFSU, downtown",1750,1,,-122.471797,37.731032
373,6741603555,"Small Studio, Near Lake Merritt",945,,,-122.250345,37.801053
374,6741603368,Studio Apartment for Rent! / 620 Jones,1900,,,-122.413235,37.787093
375,6741603327,Downtown Martinez Apartment,1550,2,,-122.134699,38.015995
376,6741603230,The Special Of The Season!  $1000 Off Select Homes!,4310,2,1400,-122.065118,37.902961
377,6741603055,Visit and tour our Large Three Bedroom with a View you will Love!,4843,3,1679,-122.402444,37.582973
378,6730942564,$3500 - Spacious 3 bed 2 bath Single Family Home in Milpitas,3500,3,1400,-121.915267,37.437243
379,6741599422,"Decorative countertops! W San Jose, Gorgeous 2BR apt, Modern finishes",2395,2,850,-121.966268,37.306185
380,6741602370,MOVING IN JANUARY? COME TOUR OUR LUXURY COMMUNITY!,2509,2,1046,-122.048973,37.915323
381,6731629348,Luxury at Every Angle! Lease Turing Today & Save 1 Month of Rent!,2891,1,759,-121.898987,37.411674
382,6741602145,One Bed One Bath Apartment Available In An Open Space Atmosphere,2564,1,700,-121.816878,37.254226
383,6741602109,Nice 1 bedroom in nice neighborhood~,1795,1,,-122.285100,37.865600
384,6741602027,Bright Remodeled Top Floor NOPA Apt w/ HW Floors! ~ J.Wavro,3295,1,,-122.438552,37.778724
385,6741601704,Looking To Move ASAP? Look No Further! 2x2 Unit In Belmont!,2948,2,900,-122.279463,37.525112
386,6741601541,Bright Fully Remodeled 1BR - Unbeatable Location - Balcony - Garage,3895,1,,-122.420953,37.796953
387,6741550508,1 Bedroom Suite Milpitas,780,,,-121.895000,37.435200
388,6741600763,COMING SOON! 2 Bedroom with Breathtaking Bay Views!,3772,2,1160,-122.461209,37.880781
389,6741600527,New Kitchen/Bath-New Floor-BART/280-City College-Street Car-280,2950,1,,-122.459212,37.724101
390,6741600429,You Are Missing Out On This Wonderful Neighborhood!,2454,1,605,-122.059412,37.915458
391,6741600145,"Move-in Ready! Pool, Gym, In-Unit W/D. Minutes to Dumbarton Bridge!",2950,3,1330,-122.031072,37.536936
392,6741600031,Be The 1st To Call This Home!! New Interior In This Spacious 2BR/2BA!,2764,2,1204,-122.095030,37.660464
393,6741599993,"Fully Equipped Fitness Center, 24 Hour Emergency Call Center, Firepit",2440,2,1210,-122.710526,38.410827
394,6741599723,Remodeled! Awesome Location! Best Place to call Home!!,2798,,,-121.953499,37.349537
395,6741599496,"Enjoy Garden Views! 1BR 1BA apt, Los Gatos/San Jose area, Huge closets",2550,2,798,-121.950183,37.246647
396,6741599442,1 MONTH FREE RENT! Beautiful remodel! City view! ~ J.Wavro,5450,2,,-122.416827,37.788178
397,6741599253,"Close To Major Freeways, Transportation, Parks, Hills & Shopping!",2719,,521,-122.292700,37.517400
398,6740002770,"2 Bed - 2 bath, Free Parking, Free Application",3351,2,1239,-122.275221,37.806145
399,6730730300,Large Studio in Gated Community,1895,,650,-122.054430,37.632789
400,6741595198,"4 Bed, 2.5 Bath, Top Schools, 2800 SFT",4500,4,,-122.070872,37.341141
401,6741596803,4bedrooms and 3 full bath Townhome next Coyote Creek Elementary,3500,4,1684,-121.930861,37.776013
402,6741598486,"Clubhouse, Controlled Access, Washer/Dryer",2401,,532,-121.902085,37.414722
403,6741598211,Washer and Dryer in unit in beautiful downtown Brentwood!,2240,2,845,-121.702957,37.936130
404,6721952619,Remodeled 1 bdrm in Adams Point!,2195,1,851,-122.256180,37.812927
405,6741597996,Water's Edge Has Apartments with Spacious Closets!,3443,2,1100,-122.267253,37.566685
406,6741597845,"Live in Modern Convenience Modera the Alameda! Plus, GET SIX WEEKS FREE!",2650,1,664,-121.905777,37.332000
407,6741597619,KEYLESS ENTRY & A NEST THERMOSTAT IN THIS TECH-FRIENDLY 2X2 APARTMENT,4014,2,1145,-122.026271,37.376141
408,6741597528,SPACIOUS ONE-BEDROOM HOME W/ QUARTZ COUNTERTOPS AND WOOD FLOORS,4041,1,762,-122.077911,37.396107
409,6736556634,2bd Middle Unit Flat in 3 unit Bldg. w/Panoramic Views,6500,2,1450,-122.417270,37.802270
410,6741596894,You Will Love Living Here! The Region's Best Apartment Home,2216,2,1025,-121.917200,38.003100
411,6741591832,**Charming 2BR Apartment Home Available Soon in Tiburon Hills**,3712,2,1160,-122.460740,37.881348
412,6730771798,"Open concept living + kitchen, Santa Clara 1BR apt, Central heat & A/C",2595,1,688,-121.986630,37.339879
413,6738905403,Great Location! Great Deal!,2575,2,1200,-121.910842,37.295650
414,6741585991,"Reserved Parking, Spacious floor plans, 24 Hour Emergency Maintenance",2545,2,910,-122.319836,37.927060
415,6741596080,Stunning New York Style Loft with a  Private Deck at the Theatre Lofts,6700,2,,-122.431449,37.771979
416,6739751929,Spacious Apartment! Half Off First Month's Rent!,2625,2,1200,-121.910933,37.295709
417,6739960899,Move In Ready! First Month Is Free!,2575,2,1080,-121.911454,37.296046
418,6741595669,Beautiful Two Story Home on the Eastside,4800,4,,-122.469600,38.284900
419,6738318619,"☆ Spacious apartments in Petaluma, Soccer Court, Fitness Facility",2409,2,1028,-122.572294,38.224716
420,6730672680,By Far Best Deal in Palo Alto -,2575,2,,-122.120124,37.430633
421,6741595382,VISIT US TODAY! WARM & COZY 1X1 APARTMENT AWAITS YOU!,2172,1,720,-122.279291,37.524975
422,6741587311,2/2 Rare walk-in town home to celebrate the holidays! tour now,3810,2,1096,-122.505642,37.948147
423,6741595063,"Close to Shopping, Freeways and Downtown!",2495,2,900,-122.091017,37.654874
424,6741595009,Call Today!!! This deal won't last long!,2495,2,900,-122.091017,37.654874
425,6738325750,"2 Stories Castro Valley Single Family Home, 3+ Bedrooms 2.5 baths",3150,3,1948,-122.091374,37.703130
426,6741594975,"Close to Shopping, Freeways and Downtown!",2495,2,900,-122.091017,37.654874
427,6741594977,Gaga would go GAGA over this HUGE 1 bed BMR Ready NOW!,2245,1,858,-121.894413,37.340351
428,6741594963,Temperature's are Dropping so are our Rent Prices.,2350,2,790,-122.091017,37.654874
429,6741594897,Lovely 2 Bedroom Apartment... Waiting for You to Make it Home!,2350,2,790,-122.091017,37.654874
430,6741594818,"Presidio, Golden Gate, Tree-Lined Streets, Oh My!",3595,1,,-122.466065,37.784797
431,6741594388,End/Upper Corner Unit w/Views into Lagoon,3200,2,790,-121.988100,36.972100
432,6721932695,Downtown Loft Apartment with High Ceilings,1695,1,,-122.713508,38.440625
433,6741594147,"Live at the Crossroads - FiDi, Mid-Market, Polk - It's All Here",1895,,,-122.416700,37.781300
434,6741594061,Prestigious Barron Park Bungalow 3BD 2BA + XLarge Bonus Room & Yard,5595,3,1450,-122.132874,37.414239
435,6741593999,Large Remodeled Lower Haight 2BD 2BA w/ In-Unit Laundry,4450,2,,-122.431212,37.772009
436,6721282386,Unique large 1 BR flat on hillside beneath oak trees,2150,1,750,-122.523961,37.981886
437,6721927801,Holiday Rent Special - 2bd/1.5ba Renovated Townhouse Apt,2495,2,,-122.529587,37.992722
438,6741593735,"2BR/1BA newly renovated duplex, most util. included",2750,2,,-122.221645,37.809822
439,6741593643,"1st Floor Charmer, Next to Parking and Laundry",1650,2,890,-122.206657,38.107902
